row_id,county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
26,6b29733,6d287d7,37203.0,3480.0,29.053,27.0,26.682,0.5153410574084858,0.0195176803678641,0.31765426397060303,0.13030862834079635,0.006405493865585029,0.001305194674805727,0.009066083010381318,0.00040159836147868523,16.387999999999998,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.377,0.073,0.19899999999999998,0.132,0.33799999999999997,0.163,0.10800000000000001,0.08,0.139,0.261,9.259738760485414,4.47,21.55,247,1949.0,1950.0,0.467,0.27899999999999997,0.11900000000000001,0.15254237288135591,0.3280159521435693,0.3888334995014955,0.13060817547357925,16.946455565,7.2665552815,729
27,9e8fcd3,8036085,4203.0,504.0,27.531,0.0,24.138,0.8552461496838583,0.0,0.02099261500846719,0.09535356774251733,0.0,0.0,0.024780304017154826,0.0036273635480024453,14.665,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.48,0.054000000000000006,0.321,0.191,0.264,0.16,0.084,0.08,0.184,0.321,11.058849698437855,0.0,39.6,236,4250.0,4250.0,0.51,0.214,0.21,0.08808808808808809,0.3743743743743744,0.3453453453453453,0.19219219219219225,15.107913669,15.107913669,490
28,f34b543,20d32fc,39788.0,5457.0,37.846,27.0,35.006,0.5469077829953042,0.3704865620941153,0.04500949145768808,0.001688480367669098,0.014177240483564791,0.002817464282146068,0.017414327105604956,0.0014986512139074832,15.114,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Federal/State government-dependent,0.433,0.081,0.217,0.07200000000000001,0.325,0.34700000000000003,0.124,0.10099999999999999,0.152,0.29600000000000004,11.330086991205594,6.18,12.0,304,2889.0,1840.0,0.511,0.225,0.14400000000000002,0.16183816183816185,0.30069930069930073,0.34465534465534464,0.19280719280719286,13.188362025999998,9.7150911104,861
29,a0b1eb5,08f8fb4,9472.0,869.0,22.715999999999998,3.0,33.62,0.9593055017531312,0.001698501147233231,0.015693753290225175,0.0013905857345769142,0.0,0.0,0.021911658074833376,0.0,20.485,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.389,0.08900000000000001,0.27899999999999997,0.121,0.293,0.0,0.11900000000000001,0.07,0.0,0.321,10.806262426507347,0.0,25.65,307,4860.0,4790.0,0.493,0.19699999999999998,0.251,0.16666666666666669,0.4397590361445784,0.26506024096385544,0.1285140562248996,9.4756790903,14.424089282,523
30,b946ff5,1dcfd4e,14543.0,1961.0,31.362,27.0,29.772,0.5314833300059891,0.017298862048313036,0.4202435615891396,0.010371331603114393,0.006827710121780794,0.0004991016170892394,0.011379516869634657,0.0018965861449391093,8.455,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.45899999999999996,0.07400000000000001,0.223,0.113,0.243,0.3,0.075,0.109,0.156,0.217,12.931392526088727,10.86,30.93,256,2239.0,2140.0,0.486,0.201,0.19399999999999998,0.15737051792828685,0.2828685258964143,0.3894422310756972,0.1703187250996016,8.429038036,11.449443332000001,755
31,ae4dd4b,b795815,10591.0,999.0,26.133000000000003,1.0,21.008000000000003,0.539934914927382,0.016090476286133266,0.4325746770856351,0.0010043992687973325,0.0014061589763162655,0.002410558245113598,0.006578815210622528,0.0,9.762,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.53,0.03,0.263,0.107,0.341,0.16899999999999998,0.08,0.05,0.18100000000000002,0.293,10.754748918327264,0.0,29.31,211,5379.0,5300.0,0.48200000000000004,0.299,0.131,0.2811244979919679,0.33232931726907633,0.2530120481927711,0.13353413654618473,17.539678757,8.1978933321,596
32,49e4d3b,8036085,1043.0,125.0,25.425,-1.0,17.492,0.9714362786236664,0.0,0.005724733245414218,0.02092075290732526,0.0,0.0,0.0019182352235942934,0.0,7.59,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.578,0.027000000000000003,0.35600000000000004,0.266,0.24100000000000002,0.19899999999999998,0.079,0.08,0.0,0.292,10.703576710883562,0.0,0.0,192,2730.0,1969.5,0.499,0.239,0.21600000000000003,0.07876370887337986,0.4446660019940179,0.3280159521435693,0.14855433698903284,5.4284606437,6.979449399,497
33,678b4b5,9d0874a,167030.0,15268.0,26.631,1469.0,28.706,0.6829103147497237,0.2349819275308925,0.04986607454022245,0.00079658266038694,0.013253144012187714,9.95728325483675e-05,0.016698364018361233,0.0013940196556771452,6.925,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.47600000000000003,0.054000000000000006,0.217,0.085,0.327,0.23399999999999999,0.109,0.081,0.11900000000000001,0.302,12.494224672308654,3.04,20.71,304,2870.0,3899.0,0.509,0.273,0.109,0.11244979919678716,0.2991967871485944,0.3654618473895582,0.22289156626506024,11.909675137,7.3462649608,958
34,a310b65,528ea9f,29589.0,3878.0,34.542,27.0,29.974,0.8634033338369342,0.06911416628896612,0.03066928539054238,0.00040288059626328256,0.008118044014705143,0.0,0.027788689127259916,0.0005036007453291032,11.562000000000001,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.41700000000000004,0.07,0.195,0.061,0.305,0.21100000000000002,0.12300000000000001,0.091,0.0,0.285,13.21084148929496,0.0,16.27,258,1540.0,1050.0,0.516,0.21100000000000002,0.171,0.14342629482071712,0.349601593625498,0.2808764940239044,0.2260956175298805,11.442032643,10.432441528,637
35,bc192e7,7dd3518,3302.0,276.0,46.88399999999999,27.0,22.064,0.14920799688588568,0.09135733463753506,0.121380590683608,0.2910998213376718,0.3042649392647896,0.011079060575512284,0.03161025661499765,0.0,12.714,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.6779999999999999,0.045,0.49,0.281,0.322,0.38299999999999995,0.078,0.08,0.396,0.312,0.0,0.0,0.0,149,4900.0,1969.5,0.324,0.102,0.063,0.185,0.391,0.284,0.14,5.4561988481,2.7280994241000003,930
36,5e544b9,528ea9f,60011.0,7302.0,30.503,151.0,28.535999999999998,0.9594072036516574,0.008650760429747453,0.014182064621579062,0.0026909047419721344,0.00563096733042317,0.0,0.00874045725447986,0.0006976419701409237,18.997,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.40299999999999997,0.076,0.23800000000000002,0.065,0.326,0.29600000000000004,0.11800000000000001,0.08,0.09300000000000001,0.331,13.080330218888705,5.96,24.56,332,2499.0,2280.0,0.507,0.239,0.138,0.23980099502487565,0.3781094527363185,0.26069651741293537,0.12139303482587065,11.486289077,9.4661713761,579
37,cef221b,e2f94fa,6179.0,593.0,21.55,1.0,21.684,0.9172659359072819,0.003979613209523145,0.06467120814673702,0.003480914812339793,0.0025732837294660943,0.0,0.008029044194651959,0.0,5.382999999999999,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.56,0.033,0.159,0.066,0.29600000000000004,0.0,0.087,0.04,0.0,0.278,12.498448494903705,0.0,24.8,308,6290.0,3170.0,0.493,0.225,0.20600000000000002,0.14228456913827653,0.37374749498998,0.30861723446893785,0.1753507014028056,12.259053149000001,10.484716509,550
38,9d68ed9,9e0007d,7940.0,1028.0,34.115,27.0,26.498,0.5370510377919577,0.4089172488180562,0.028215441376599024,0.0004032217417163133,0.022610659166742268,0.0,0.002802391104928377,0.0,10.757,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.37,0.09300000000000001,0.259,0.055,0.331,0.0,0.13699999999999998,0.15,0.0,0.361,11.765662243023431,17.02,36.44,384,4190.0,1609.0,0.51,0.23399999999999999,0.192,0.16933867735470942,0.5030060120240479,0.19539078156312625,0.13226452905811625,8.4307338571,13.66800792,521
39,f59fa79,c479f0c,21758.0,2017.0,23.901,-1.0,29.654,0.8630187329903256,0.08737758000754882,0.0225371977989233,0.0029698643199110035,0.004390234212042353,0.0,0.018107232960527624,0.0015991577107213096,11.655999999999999,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.41200000000000003,0.085,0.16699999999999998,0.039,0.28600000000000003,0.0,0.094,0.09,0.0,0.272,12.57967239405777,0.0,17.76,263,3499.0,2020.0,0.455,0.201,0.163,0.14029850746268654,0.3830845771144279,0.3422885572139304,0.13432835820895525,10.484988453,11.131639723,479
